student_id,name,cohort_year,program_code,school_id,y1s1_attendance_rate,y1s1_gpa,y1s1_avg_grade,y1s1_lms_activities,y1s1_courses_enrolled,y1s1_exam_eligible,y1s1_attendance_below_67,y1s1_gpa_below_2,y1s1_grade_below_40,y1s1_low_engagement,dropped_out,graduated_on_time,delayed_graduation,failed_courses,final_status
H2021_103509,Ann Kamau,2021,BSCP,SHSS,0.893,3.33,74.1,63,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102460,James Achieng,2021,BBIT,SCES,0.922,3.61,84.8,177,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103610,Jane Kamau,2021,BACO,SHSS,0.743,2.59,69.2,77,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104555,Mary Njoroge,2021,LLB,SLS,0.493,2.12,53.8,50,6,0,1,0,0,0,0,1,0,1,GRADUATED
H2021_102209,Kevin Njoroge,2021,BBIT,SCES,0.368,1.96,38.4,17,7,0,1,1,1,1,0,1,0,1,GRADUATED
H2021_104721,Lucy Kamau,2021,LLB,SLS,0.735,2.89,64.2,48,6,1,0,0,0,1,0,0,1,0,DELAYED
H2021_102756,Ruth Ochieng,2021,BSSD,SIMS,0.69,2.87,65.6,53,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_100384,Ruth Kibet,2021,BCOM,SBS,0.753,2.31,59.2,77,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100853,Peter Njoroge,2021,BCOM,SBS,0.864,3.72,89.4,175,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101881,Daniel Ochieng,2021,BEEE,SCES,0.763,2.32,72.0,69,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100371,John Wanjiru,2021,BCOM,SBS,0.77,2.67,68.7,43,7,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_102379,Grace Kamau,2021,BBIT,SCES,0.425,2.12,34.5,11,7,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_104324,Jane Wambui,2021,LLB,SLS,0.943,3.59,87.5,106,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101106,Grace Muthoni,2021,BFS,SBS,0.613,1.79,51.0,50,7,0,1,1,0,0,1,0,0,1,DROPPED_OUT
H2021_103414,Sarah Ochieng,2021,BAIS,SHSS,0.88,3.08,78.7,93,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103947,John Kibet,2021,BSCP,SHSS,0.781,2.41,60.6,49,7,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_101337,Peter Ochieng,2021,BEEE,SCES,0.874,2.83,77.4,113,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102190,Joseph Kamau,2021,BICS,SCES,0.862,3.02,75.2,63,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104595,Michael Wambui,2021,LLB,SLS,0.677,2.37,67.9,77,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_102320,Michael Wambui,2021,BICS,SCES,0.865,3.23,73.9,102,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_104706,Peter Kibet,2021,LLB,SLS,0.886,3.61,94.1,188,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103711,Jane Wanjiru,2021,BACO,SHSS,0.968,3.7,93.1,143,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104849,Kevin Ochieng,2021,LLB,SLS,0.735,2.32,67.0,53,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101172,Ann Kibet,2021,BCOM,SBS,0.778,3.02,84.9,70,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104326,Ruth Njoroge,2021,LLB,SLS,0.652,2.36,71.8,54,6,0,1,0,0,0,0,1,0,1,GRADUATED
H2021_102695,Kevin Wambui,2021,BSSD,SIMS,0.841,2.99,74.6,102,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101423,James Kamau,2021,BCNC,SCES,0.722,2.49,69.9,63,6,1,0,0,0,0,0,0,1,1,DELAYED
H2021_102342,Joseph Kamau,2021,BICS,SCES,0.799,3.48,83.5,67,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102652,Sarah Achieng,2021,BBSA,SIMS,0.869,3.82,93.4,180,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104156,David Kibet,2021,BACO,SHSS,0.774,2.88,84.9,108,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101465,James Wanjiru,2021,BBIT,SCES,0.753,2.75,66.4,78,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100875,Peter Wanjiru,2021,BSCM,SBS,0.757,2.51,71.7,55,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_103340,Kevin Njoroge,2021,BAIS,SHSS,0.716,2.37,72.3,54,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_104341,Ann Ochieng,2021,LLB,SLS,0.788,2.78,59.7,75,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101252,Ann Kibet,2021,BCNC,SCES,0.908,3.67,85.7,162,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102349,Peter Muthoni,2021,BEEE,SCES,0.837,3.13,70.2,77,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100841,Kevin Ochieng,2021,BFS,SBS,0.825,3.02,81.9,103,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_104569,Ann Kibet,2021,LLB,SLS,0.971,3.59,83.7,126,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100582,Ann Achieng,2021,BFS,SBS,0.613,1.55,56.9,30,6,0,1,1,0,1,0,1,0,0,GRADUATED
H2021_100205,David Wambui,2021,BCOM,SBS,0.613,1.83,58.3,50,6,0,1,1,0,0,1,0,0,1,DROPPED_OUT
H2021_101642,Ann Kibet,2021,BEEE,SCES,0.849,2.89,70.8,83,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102015,Faith Wanjiru,2021,BCNC,SCES,0.955,3.9,87.5,107,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100906,Ann Ochieng,2021,BCOM,SBS,0.447,1.75,41.6,16,7,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_100632,Lucy Achieng,2021,BSCM,SBS,0.773,2.37,59.0,66,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_103365,Kevin Wanjiru,2021,BADS,SHSS,0.656,2.87,64.4,52,6,0,1,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101975,Ruth Njoroge,2021,BCNC,SCES,0.847,2.95,84.6,87,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100163,Faith Muthoni,2021,BCOM,SBS,0.671,2.67,66.7,55,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103173,David Wanjiru,2021,BSSD,SIMS,0.828,3.35,79.6,85,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103613,James Ochieng,2021,BSCP,SHSS,0.862,3.57,92.9,151,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104676,Ann Njoroge,2021,LLB,SLS,0.772,3.19,74.2,97,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100618,Lucy Kibet,2021,BFS,SBS,0.514,1.51,33.5,20,7,0,1,1,1,1,0,1,0,0,GRADUATED
H2021_104069,Michael Muthoni,2021,BAIS,SHSS,0.812,3.28,82.7,65,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_101432,Kevin Wambui,2021,BCNC,SCES,0.932,3.59,93.3,133,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100548,James Achieng,2021,BCOM,SBS,0.906,3.87,80.3,133,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103335,Ann Njoroge,2021,BAIS,SHSS,0.967,3.89,93.1,185,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104547,Faith Kamau,2021,LLB,SLS,0.746,2.3,70.8,41,6,1,0,0,0,1,0,0,1,0,DELAYED
H2021_104224,Jane Muthoni,2021,BACO,SHSS,0.89,3.41,82.1,86,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102388,Daniel Wambui,2021,BCNC,SCES,0.87,3.25,71.2,98,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_104244,Jane Kibet,2021,BADS,SHSS,0.975,3.87,83.6,179,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103996,Grace Kamau,2021,BAIS,SHSS,0.771,3.14,71.9,79,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104066,James Kibet,2021,BADS,SHSS,0.62,1.99,58.9,19,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_101862,Ann Kibet,2021,BEEE,SCES,0.32,2.15,32.5,38,7,0,1,0,1,1,0,1,0,0,GRADUATED
H2021_100641,Daniel Muthoni,2021,BSCM,SBS,0.75,2.79,66.5,48,7,1,0,0,0,1,0,0,1,0,DELAYED
H2021_103903,Faith Kamau,2021,BAIS,SHSS,0.997,3.93,80.3,134,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100638,Jane Achieng,2021,BFS,SBS,0.931,3.69,90.8,116,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104263,Ann Achieng,2021,BSCP,SHSS,0.659,2.76,61.8,53,7,0,1,0,0,0,0,1,0,0,GRADUATED
H2021_103911,Ruth Ochieng,2021,BAIS,SHSS,0.892,3.91,85.1,125,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102987,Michael Achieng,2021,BSSD,SIMS,0.966,3.9,89.6,173,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102097,Ruth Ochieng,2021,BEEE,SCES,0.888,2.9,71.4,109,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104612,Sarah Achieng,2021,LLB,SLS,0.946,3.74,89.8,142,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103076,Daniel Kamau,2021,BBSF,SIMS,0.758,2.36,62.4,53,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103675,Daniel Achieng,2021,BSCP,SHSS,0.687,2.57,63.7,53,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102842,Lucy Muthoni,2021,BBSA,SIMS,0.782,2.97,70.6,100,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100922,Faith Kamau,2021,BCOM,SBS,0.855,3.75,89.8,155,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100547,Ann Kibet,2021,BFS,SBS,0.754,3.34,77.4,64,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103667,Lucy Njoroge,2021,BADS,SHSS,0.87,3.53,92.6,148,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101901,Kevin Njoroge,2021,BEEE,SCES,0.71,2.38,55.1,70,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_102029,Lucy Achieng,2021,BICS,SCES,0.768,2.82,65.2,79,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102302,Michael Njoroge,2021,BCNC,SCES,0.764,2.8,68.0,79,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101886,Mary Muthoni,2021,BEEE,SCES,0.894,3.12,73.7,71,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101643,Grace Kibet,2021,BBIT,SCES,0.557,2.12,39.6,26,7,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_103510,John Kibet,2021,BADS,SHSS,0.41,2.28,50.5,40,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_104810,Mary Achieng,2021,LLB,SLS,0.872,3.36,73.0,79,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102098,Lucy Ochieng,2021,BCNC,SCES,0.678,2.57,70.9,54,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104358,John Kibet,2021,LLB,SLS,0.759,2.53,60.0,40,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_103789,Faith Kibet,2021,BSCP,SHSS,0.753,3.08,77.5,68,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104495,Michael Muthoni,2021,LLB,SLS,0.899,3.29,71.0,110,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104968,Peter Kamau,2021,LLB,SLS,0.882,3.54,95.0,116,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100837,Peter Kibet,2021,BSCM,SBS,0.882,3.51,91.4,154,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_100602,James Wambui,2021,BSCM,SBS,0.782,2.38,61.3,73,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_102185,Sarah Wambui,2021,BICS,SCES,0.85,3.21,77.3,103,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103866,David Wanjiru,2021,BAIS,SHSS,0.892,3.58,82.4,123,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102482,Ann Achieng,2021,BCNC,SCES,0.856,3.74,90.7,167,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104308,James Kibet,2021,LLB,SLS,0.871,3.26,77.9,62,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101583,Joseph Njoroge,2021,BBIT,SCES,0.792,2.52,59.8,63,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104267,Lucy Wanjiru,2021,BACO,SHSS,0.482,1.78,32.8,45,6,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_102534,Kevin Ochieng,2021,BBSF,SIMS,0.487,2.2,31.6,37,6,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_102726,Ann Ochieng,2021,BBSA,SIMS,0.756,2.43,59.1,40,7,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_101071,Ruth Ochieng,2021,BCOM,SBS,0.714,2.46,59.5,60,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_101776,Michael Kibet,2021,BEEE,SCES,0.993,3.81,86.6,152,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104809,Ruth Ochieng,2021,LLB,SLS,0.583,1.53,54.5,40,6,0,1,1,0,1,0,1,0,1,GRADUATED
H2021_101284,Mary Kamau,2021,BCNC,SCES,0.791,2.43,64.5,42,7,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_103051,James Kamau,2021,BBSF,SIMS,0.796,3.15,72.4,89,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104754,Grace Wanjiru,2021,LLB,SLS,0.893,3.83,85.3,132,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101837,Daniel Achieng,2021,BBIT,SCES,0.697,2.38,56.2,50,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_104243,Ruth Njoroge,2021,BACO,SHSS,0.853,3.32,78.2,115,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_101020,Mary Njoroge,2021,BCOM,SBS,0.794,3.09,76.7,79,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104134,Faith Achieng,2021,BACO,SHSS,0.915,3.51,87.9,122,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_101327,Faith Kibet,2021,BBIT,SCES,0.989,3.74,94.9,152,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100476,Peter Achieng,2021,BCOM,SBS,0.73,2.54,63.3,79,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_104272,Faith Achieng,2021,BACO,SHSS,0.713,2.69,67.2,64,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_101652,John Ochieng,2021,BBIT,SCES,0.896,3.92,87.5,176,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103999,Peter Kibet,2021,BSCP,SHSS,0.883,3.94,84.2,108,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_104468,Grace Muthoni,2021,LLB,SLS,0.709,2.49,65.7,52,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102611,Lucy Muthoni,2021,BSSD,SIMS,0.728,2.4,70.0,67,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102477,Kevin Muthoni,2021,BCNC,SCES,0.843,3.04,79.3,96,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102584,Daniel Njoroge,2021,BSSD,SIMS,0.931,3.51,81.8,127,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101374,Ann Wanjiru,2021,BICS,SCES,0.849,3.19,70.3,112,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100740,Daniel Wambui,2021,BCOM,SBS,0.998,3.98,92.2,102,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103619,Daniel Kamau,2021,BADS,SHSS,0.924,3.94,85.6,101,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102441,Sarah Wanjiru,2021,BBIT,SCES,0.793,3.48,73.3,65,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_100868,Joseph Kamau,2021,BFS,SBS,0.653,2.77,66.5,40,6,0,1,0,0,1,0,1,0,1,GRADUATED
H2021_101141,Sarah Muthoni,2021,BCOM,SBS,0.893,3.19,77.5,68,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_100998,Peter Wanjiru,2021,BCOM,SBS,0.691,2.51,61.8,76,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101338,Michael Achieng,2021,BBIT,SCES,0.588,1.99,52.1,30,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_100542,Kevin Wanjiru,2021,BCOM,SBS,0.448,1.84,38.5,32,7,0,1,1,1,1,1,0,0,1,DROPPED_OUT
H2021_101100,Daniel Njoroge,2021,BFS,SBS,0.469,2.07,56.0,27,7,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_101133,Mary Kibet,2021,BSCM,SBS,0.784,2.75,66.4,51,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104065,Grace Achieng,2021,BADS,SHSS,0.955,3.94,93.0,127,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102716,Ruth Muthoni,2021,BBSE,SIMS,0.691,2.42,56.4,79,6,1,0,0,0,0,0,0,1,1,DELAYED
H2021_102259,Michael Kamau,2021,BEEE,SCES,0.848,2.95,79.3,63,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_104751,David Kamau,2021,LLB,SLS,0.688,2.56,74.3,49,7,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_100060,Faith Njoroge,2021,BSCM,SBS,0.772,3.19,74.6,75,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102884,Ann Muthoni,2021,BSSD,SIMS,0.854,3.71,84.6,113,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101939,Lucy Muthoni,2021,BICS,SCES,0.775,3.22,76.5,75,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102577,Kevin Kamau,2021,BBSF,SIMS,0.701,2.84,65.4,54,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104937,David Muthoni,2021,LLB,SLS,0.459,2.39,55.5,32,6,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_101079,David Kibet,2021,BSCM,SBS,0.828,2.9,77.0,62,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_103250,John Achieng,2021,BBSE,SIMS,0.772,2.86,62.3,56,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103128,Joseph Achieng,2021,BBSE,SIMS,0.71,2.57,56.2,44,7,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_102489,Sarah Njoroge,2021,BEEE,SCES,0.887,3.93,83.8,135,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_100941,Ann Wanjiru,2021,BFS,SBS,0.926,3.56,81.2,126,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101081,John Wambui,2021,BCOM,SBS,0.796,3.24,83.6,76,6,1,0,0,0,0,0,0,1,1,DELAYED
H2021_100188,Lucy Achieng,2021,BCOM,SBS,0.707,2.62,62.2,56,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102635,Mary Wambui,2021,BBSA,SIMS,0.688,2.0,55.2,41,6,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_102086,Kevin Ochieng,2021,BICS,SCES,0.326,2.17,40.6,48,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_102250,Ruth Ochieng,2021,BEEE,SCES,0.663,2.78,68.0,40,7,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_104891,John Muthoni,2021,LLB,SLS,0.917,3.72,81.1,187,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102024,David Ochieng,2021,BICS,SCES,0.836,2.93,79.6,83,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103540,Grace Wambui,2021,BAIS,SHSS,0.722,2.66,74.3,56,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104049,David Muthoni,2021,BSCP,SHSS,0.938,3.75,91.3,176,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103607,Ann Wanjiru,2021,BADS,SHSS,0.944,3.92,86.4,186,7,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_100227,Ann Kamau,2021,BSCM,SBS,0.736,2.87,65.3,46,6,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_104848,Grace Wanjiru,2021,LLB,SLS,0.413,2.19,45.6,28,6,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101930,Lucy Kamau,2021,BCNC,SCES,0.71,2.54,72.3,78,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_103056,David Muthoni,2021,BBSF,SIMS,0.879,3.43,84.1,100,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104490,Grace Ochieng,2021,LLB,SLS,0.315,2.4,54.4,31,7,0,1,0,0,1,1,0,0,1,DROPPED_OUT
H2021_101405,Michael Wanjiru,2021,BCNC,SCES,0.88,2.94,84.4,119,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102180,Faith Wanjiru,2021,BICS,SCES,0.758,2.79,65.8,48,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_100698,Grace Wanjiru,2021,BFS,SBS,0.93,3.59,81.6,172,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101125,Ruth Wanjiru,2021,BCOM,SBS,0.995,3.76,80.1,149,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103362,Peter Achieng,2021,BSCP,SHSS,0.991,3.89,85.1,153,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104136,Michael Wanjiru,2021,BAIS,SHSS,0.834,3.45,79.9,72,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101779,Michael Ochieng,2021,BBIT,SCES,0.763,3.35,76.5,76,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102859,Peter Ochieng,2021,BBSA,SIMS,0.858,3.79,91.6,113,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_101038,Ann Kibet,2021,BFS,SBS,0.962,3.84,86.1,166,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_104457,Michael Kamau,2021,LLB,SLS,0.86,3.62,93.5,169,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102257,Jane Kamau,2021,BCNC,SCES,0.782,2.82,74.2,55,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100314,James Ochieng,2021,BSCM,SBS,0.595,1.59,52.7,12,7,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_102282,James Ochieng,2021,BCNC,SCES,0.988,3.87,94.7,148,6,1,0,0,0,0,0,0,1,0,DELAYED
H2021_101417,Ann Ochieng,2021,BBIT,SCES,0.97,3.93,81.0,100,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_101037,Grace Muthoni,2021,BSCM,SBS,0.87,3.48,77.5,67,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102160,Michael Ochieng,2021,BEEE,SCES,0.908,3.94,80.2,163,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_104164,Peter Wambui,2021,BAIS,SHSS,0.792,2.94,79.4,109,6,1,0,0,0,0,0,0,1,1,DELAYED
H2021_101755,John Ochieng,2021,BBIT,SCES,0.926,3.56,88.6,167,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_103113,Joseph Wanjiru,2021,BBSE,SIMS,0.712,2.41,57.6,63,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102814,James Wambui,2021,BBSF,SIMS,0.396,2.25,31.3,25,6,0,1,0,1,1,1,0,0,1,DROPPED_OUT
H2021_102699,Joseph Njoroge,2021,BSSD,SIMS,0.303,1.67,47.9,18,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_103208,Sarah Ochieng,2021,BSSD,SIMS,0.868,3.63,92.9,156,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_104351,Joseph Kibet,2021,LLB,SLS,0.651,2.88,71.9,45,7,0,1,0,0,1,0,1,0,1,GRADUATED
H2021_103432,Jane Ochieng,2021,BACO,SHSS,0.431,2.13,60.0,44,7,0,1,0,0,1,0,1,0,0,GRADUATED
H2021_101507,Joseph Muthoni,2021,BBIT,SCES,0.722,2.72,71.8,46,6,1,0,0,0,1,0,0,1,0,DELAYED
H2021_101924,Peter Njoroge,2021,BCNC,SCES,0.909,3.52,85.9,155,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100449,Grace Wanjiru,2021,BCOM,SBS,0.31,1.91,56.9,22,6,0,1,1,0,1,0,1,0,1,GRADUATED
H2021_104129,Mary Wambui,2021,BSCP,SHSS,0.772,2.83,58.7,80,6,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102529,Daniel Wambui,2021,BSSD,SIMS,0.478,1.75,43.6,13,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_104970,Mary Njoroge,2021,LLB,SLS,0.698,2.62,72.7,78,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_102790,Ruth Muthoni,2021,BBSE,SIMS,0.706,2.76,58.9,45,6,1,0,0,0,1,1,0,0,1,DROPPED_OUT
H2021_100362,James Ochieng,2021,BFS,SBS,0.792,2.43,67.1,70,7,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_102184,Ruth Muthoni,2021,BBIT,SCES,0.744,2.42,56.7,52,6,1,0,0,0,0,0,1,0,1,GRADUATED
H2021_101135,John Kamau,2021,BSCM,SBS,0.68,2.3,51.4,14,6,1,0,0,0,1,0,1,0,0,GRADUATED
H2021_103881,Kevin Njoroge,2021,BADS,SHSS,0.861,3.34,74.1,88,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_102156,Mary Achieng,2021,BBIT,SCES,0.332,1.6,59.3,43,6,0,1,1,0,1,1,0,0,1,DROPPED_OUT
H2021_101831,John Achieng,2021,BICS,SCES,0.777,2.54,58.3,67,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_101054,Kevin Wanjiru,2021,BCOM,SBS,0.793,2.48,72.3,55,7,1,0,0,0,0,0,1,0,0,GRADUATED
H2021_100023,Jane Wambui,2021,BSCM,SBS,0.681,2.73,59.8,65,6,1,0,0,0,0,1,0,0,1,DROPPED_OUT
H2021_102067,Daniel Ochieng,2021,BBIT,SCES,0.854,3.65,89.3,191,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_101654,Kevin Wambui,2021,BEEE,SCES,0.471,2.09,34.8,48,7,0,1,0,1,1,0,1,0,0,GRADUATED
H2021_102588,Kevin Ochieng,2021,BBSA,SIMS,0.853,2.89,82.8,117,7,1,0,0,0,0,0,0,1,0,DELAYED
H2021_103211,Joseph Wambui,2021,BBSA,SIMS,0.759,3.36,73.2,117,7,1,0,0,0,0,0,1,0,0,GRADUATED
