student_id,name,email,gender,age,program_id,program_code,school_id,year_of_study,semester,class_level,enrollment_date,status
102855,Nancy Njeri,nancy.njeri2855@strathmore.edu,Female,18,SIMS_BBSA,BBSA,SIMS,1,2,BBSA1.2,2024-09-25,Active
102856,Grace Wanjiru,grace.wanjiru2856@strathmore.edu,Male,18,SIMS_BBSA,BBSA,SIMS,1,2,BBSA1.2,2024-09-08,Active
102857,Samuel Achieng,samuel.achieng2857@strathmore.edu,Female,18,SIMS_BBSE,BBSE,SIMS,1,1,BBSE1.1,2024-08-17,Active
102858,Vincent Mutua,vincent.mutua2858@strathmore.edu,Female,19,SIMS_BBSE,BBSE,SIMS,2,1,BBSE2.1,2023-09-13,Active
102859,John Jepkorir,john.jepkorir2859@strathmore.edu,Female,22,SIMS_BSSD,BSSD,SIMS,4,2,BSSD4.2,2021-09-27,Active
102860,Grace Kamau,grace.kamau2860@strathmore.edu,Male,20,SIMS_BBSF,BBSF,SIMS,2,1,BBSF2.1,2023-10-17,Active
102861,Emmanuel Kamau,emmanuel.kamau2861@strathmore.edu,Female,21,SIMS_BBSE,BBSE,SIMS,1,2,BBSE1.2,2024-09-14,Active
102862,Joseph Achieng,joseph.achieng2862@strathmore.edu,Female,19,SIMS_BBSE,BBSE,SIMS,1,2,BBSE1.2,2025-01-07,Active
102863,Caroline Kipchoge,caroline.kipchoge2863@strathmore.edu,Male,21,SIMS_BBSF,BBSF,SIMS,2,2,BBSF2.2,2023-07-24,Active
102864,Mary Kibet,mary.kibet2864@strathmore.edu,Male,21,SIMS_BBSE,BBSE,SIMS,1,2,BBSE1.2,2024-09-09,Active
102865,John Mwangi,john.mwangi2865@strathmore.edu,Male,21,SIMS_BBSF,BBSF,SIMS,4,2,BBSF4.2,2021-10-13,Active
102866,Brian Wanjiru,brian.wanjiru2866@strathmore.edu,Female,19,SIMS_BBSE,BBSE,SIMS,1,2,BBSE1.2,2024-07-24,Active
102867,Daniel Kamau,daniel.kamau2867@strathmore.edu,Male,19,SIMS_BBSE,BBSE,SIMS,2,2,BBSE2.2,2023-09-09,Active
102868,Caroline Kibet,caroline.kibet2868@strathmore.edu,Male,24,SIMS_BBSA,BBSA,SIMS,4,2,BBSA4.2,2021-12-27,Active
102869,Brian Jepkorir,brian.jepkorir2869@strathmore.edu,Female,19,SIMS_BBSE,BBSE,SIMS,1,1,BBSE1.1,2024-09-27,Active
102870,Grace Njeri,grace.njeri2870@strathmore.edu,Female,21,SIMS_BSSD,BSSD,SIMS,2,2,BSSD2.2,2024-01-01,Active
102871,John Kariuki,john.kariuki2871@strathmore.edu,Male,22,SIMS_BBSA,BBSA,SIMS,2,2,BBSA2.2,2023-07-31,Active
102872,Peter Njeri,peter.njeri2872@strathmore.edu,Male,21,SIMS_BSSD,BSSD,SIMS,1,2,BSSD1.2,2024-12-10,Active
102873,Lucy Mwangi,lucy.mwangi2873@strathmore.edu,Male,21,SIMS_BSSD,BSSD,SIMS,4,1,BSSD4.1,2021-08-26,Active
102874,John Wambui,john.wambui2874@strathmore.edu,Male,19,SIMS_BBSE,BBSE,SIMS,1,2,BBSE1.2,2024-09-22,Active
102875,Michael Otieno,michael.otieno2875@strathmore.edu,Female,23,SIMS_BBSF,BBSF,SIMS,3,1,BBSF3.1,2022-07-31,Active
102876,Emmanuel Otieno,emmanuel.otieno2876@strathmore.edu,Male,20,SIMS_BBSA,BBSA,SIMS,3,2,BBSA3.2,2022-11-24,Active
102877,Rose Nyambura,rose.nyambura2877@strathmore.edu,Male,21,SIMS_BBSE,BBSE,SIMS,2,2,BBSE2.2,2023-11-14,Active
102878,John Ochieng,john.ochieng2878@strathmore.edu,Female,21,SIMS_BBSE,BBSE,SIMS,2,1,BBSE2.1,2023-11-06,Active
102879,Nancy Otieno,nancy.otieno2879@strathmore.edu,Male,22,SIMS_BSSD,BSSD,SIMS,4,2,BSSD4.2,2021-08-05,Active
102880,Kevin Kamau,kevin.kamau2880@strathmore.edu,Male,22,SIMS_BSSD,BSSD,SIMS,2,2,BSSD2.2,2023-10-19,Active
102881,Vincent Nyambura,vincent.nyambura2881@strathmore.edu,Female,19,SIMS_BSSD,BSSD,SIMS,1,2,BSSD1.2,2024-07-13,Active
102882,Michael Kipchoge,michael.kipchoge2882@strathmore.edu,Female,20,SIMS_BSSD,BSSD,SIMS,1,2,BSSD1.2,2024-07-18,Active
102883,Faith Mwangi,faith.mwangi2883@strathmore.edu,Male,22,SIMS_BBSE,BBSE,SIMS,3,1,BBSE3.1,2022-08-16,Active
102884,Lucy Wambui,lucy.wambui2884@strathmore.edu,Female,23,SIMS_BBSF,BBSF,SIMS,3,2,BBSF3.2,2022-12-01,On Leave
102885,James Wambui,james.wambui2885@strathmore.edu,Female,24,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-09-12,Active
102886,Caroline Kipchoge,caroline.kipchoge2886@strathmore.edu,Male,22,SIMS_BBSF,BBSF,SIMS,4,2,BBSF4.2,2021-10-05,Active
102887,Samuel Wangui,samuel.wangui2887@strathmore.edu,Male,21,SIMS_BBSA,BBSA,SIMS,2,1,BBSA2.1,2023-11-22,Active
102888,Joseph Achieng,joseph.achieng2888@strathmore.edu,Male,19,SIMS_BBSA,BBSA,SIMS,2,2,BBSA2.2,2023-10-02,Active
102889,Peter Kariuki,peter.kariuki2889@strathmore.edu,Male,23,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-10-04,Active
102890,Samuel Kibet,samuel.kibet2890@strathmore.edu,Female,22,SIMS_BBSF,BBSF,SIMS,2,1,BBSF2.1,2023-09-28,Active
102891,Kevin Wangui,kevin.wangui2891@strathmore.edu,Female,24,SIMS_BBSA,BBSA,SIMS,4,1,BBSA4.1,2022-01-05,Active
102892,Faith Otieno,faith.otieno2892@strathmore.edu,Female,20,SIMS_BBSA,BBSA,SIMS,2,1,BBSA2.1,2023-12-15,Active
102893,Caroline Kipchoge,caroline.kipchoge2893@strathmore.edu,Male,20,SIMS_BBSE,BBSE,SIMS,2,1,BBSE2.1,2023-09-27,Active
102894,John Ochieng,john.ochieng2894@strathmore.edu,Male,23,SIMS_BBSA,BBSA,SIMS,3,2,BBSA3.2,2022-09-28,Active
102895,Caroline Ochieng,caroline.ochieng2895@strathmore.edu,Male,22,SIMS_BSSD,BSSD,SIMS,3,1,BSSD3.1,2022-08-17,Active
102896,Jane Muthoni,jane.muthoni2896@strathmore.edu,Female,20,SIMS_BBSF,BBSF,SIMS,1,1,BBSF1.1,2024-11-30,Active
102897,Nancy Wangui,nancy.wangui2897@strathmore.edu,Female,21,SIMS_BBSA,BBSA,SIMS,2,1,BBSA2.1,2023-07-21,Active
102898,Grace Kibet,grace.kibet2898@strathmore.edu,Female,21,SIMS_BBSF,BBSF,SIMS,3,1,BBSF3.1,2022-12-25,Active
102899,Faith Mutua,faith.mutua2899@strathmore.edu,Female,22,SIMS_BSSD,BSSD,SIMS,2,1,BSSD2.1,2023-09-21,Active
102900,Sarah Otieno,sarah.otieno2900@strathmore.edu,Male,23,SIMS_BBSA,BBSA,SIMS,4,1,BBSA4.1,2021-09-28,Active
102901,John Ochieng,john.ochieng2901@strathmore.edu,Male,21,SIMS_BBSA,BBSA,SIMS,4,2,BBSA4.2,2021-09-16,Active
102902,Ann Muthoni,ann.muthoni2902@strathmore.edu,Female,22,SIMS_BBSE,BBSE,SIMS,4,2,BBSE4.2,2021-07-26,Active
102903,Emmanuel Nyambura,emmanuel.nyambura2903@strathmore.edu,Male,20,SIMS_BBSF,BBSF,SIMS,1,2,BBSF1.2,2024-09-04,Active
102904,Vincent Achieng,vincent.achieng2904@strathmore.edu,Male,21,SIMS_BBSA,BBSA,SIMS,3,1,BBSA3.1,2022-09-07,Active
102905,Daniel Mwangi,daniel.mwangi2905@strathmore.edu,Male,21,SIMS_BBSE,BBSE,SIMS,1,1,BBSE1.1,2024-09-04,Active
102906,Emmanuel Achieng,emmanuel.achieng2906@strathmore.edu,Female,18,SIMS_BBSF,BBSF,SIMS,1,2,BBSF1.2,2024-11-11,Active
102907,Samuel Achieng,samuel.achieng2907@strathmore.edu,Female,18,SIMS_BBSE,BBSE,SIMS,1,1,BBSE1.1,2024-08-09,Active
102908,Lucy Njoroge,lucy.njoroge2908@strathmore.edu,Male,20,SIMS_BBSF,BBSF,SIMS,2,2,BBSF2.2,2023-10-24,Active
102909,Jane Nyambura,jane.nyambura2909@strathmore.edu,Female,20,SIMS_BBSF,BBSF,SIMS,3,2,BBSF3.2,2022-10-31,Active
102910,John Kariuki,john.kariuki2910@strathmore.edu,Male,23,SIMS_BBSA,BBSA,SIMS,4,1,BBSA4.1,2021-12-23,On Leave
102911,John Wangui,john.wangui2911@strathmore.edu,Male,21,SIMS_BSSD,BSSD,SIMS,4,2,BSSD4.2,2021-09-10,Active
102912,Vincent Jepkorir,vincent.jepkorir2912@strathmore.edu,Female,21,SIMS_BBSA,BBSA,SIMS,3,1,BBSA3.1,2022-07-24,Active
102913,Nancy Chebet,nancy.chebet2913@strathmore.edu,Female,21,SIMS_BSSD,BSSD,SIMS,1,2,BSSD1.2,2024-11-19,On Leave
102914,Mary Ochieng,mary.ochieng2914@strathmore.edu,Female,22,SIMS_BSSD,BSSD,SIMS,3,1,BSSD3.1,2022-08-22,Active
102915,Rose Muthoni,rose.muthoni2915@strathmore.edu,Female,22,SIMS_BBSE,BBSE,SIMS,3,2,BBSE3.2,2022-08-03,Active
102916,Ruth Wambui,ruth.wambui2916@strathmore.edu,Male,21,SIMS_BBSF,BBSF,SIMS,1,2,BBSF1.2,2024-09-08,Active
102917,Jane Kamau,jane.kamau2917@strathmore.edu,Female,21,SIMS_BSSD,BSSD,SIMS,2,1,BSSD2.1,2023-10-21,Active
102918,Michael Kamau,michael.kamau2918@strathmore.edu,Male,19,SIMS_BSSD,BSSD,SIMS,2,1,BSSD2.1,2023-08-23,Active
102919,David Mwangi,david.mwangi2919@strathmore.edu,Male,22,SIMS_BBSA,BBSA,SIMS,4,1,BBSA4.1,2021-08-30,Active
102920,Nancy Jepkorir,nancy.jepkorir2920@strathmore.edu,Male,24,SIMS_BSSD,BSSD,SIMS,4,2,BSSD4.2,2021-08-25,Active
102921,James Mwangi,james.mwangi2921@strathmore.edu,Female,20,SIMS_BBSA,BBSA,SIMS,3,1,BBSA3.1,2022-10-03,Active
102922,Ann Njoroge,ann.njoroge2922@strathmore.edu,Female,22,SIMS_BBSE,BBSE,SIMS,2,1,BBSE2.1,2023-12-06,Active
102923,David Kariuki,david.kariuki2923@strathmore.edu,Male,20,SIMS_BSSD,BSSD,SIMS,3,2,BSSD3.2,2022-09-20,Active
102924,Brian Jepkorir,brian.jepkorir2924@strathmore.edu,Male,21,SIMS_BBSF,BBSF,SIMS,4,1,BBSF4.1,2021-07-19,Active
102925,Caroline Ochieng,caroline.ochieng2925@strathmore.edu,Male,20,SIMS_BSSD,BSSD,SIMS,3,1,BSSD3.1,2022-11-18,Active
102926,James Mwangi,james.mwangi2926@strathmore.edu,Male,23,SIMS_BBSA,BBSA,SIMS,4,1,BBSA4.1,2021-08-24,Active
102927,Daniel Jepkorir,daniel.jepkorir2927@strathmore.edu,Male,21,SIMS_BBSE,BBSE,SIMS,1,2,BBSE1.2,2024-11-07,Active
102928,Sarah Muthoni,sarah.muthoni2928@strathmore.edu,Female,24,SIMS_BBSA,BBSA,SIMS,4,1,BBSA4.1,2021-07-17,Active
102929,Grace Kibet,grace.kibet2929@strathmore.edu,Male,21,SIMS_BBSF,BBSF,SIMS,1,2,BBSF1.2,2024-07-18,Active
102930,Lucy Otieno,lucy.otieno2930@strathmore.edu,Female,23,SIMS_BSSD,BSSD,SIMS,3,2,BSSD3.2,2022-07-14,On Leave
102931,Mary Jepkorir,mary.jepkorir2931@strathmore.edu,Male,22,SIMS_BSSD,BSSD,SIMS,2,1,BSSD2.1,2023-12-23,Active
102932,Rose Ochieng,rose.ochieng2932@strathmore.edu,Female,23,SIMS_BSSD,BSSD,SIMS,3,1,BSSD3.1,2022-09-06,Active
102933,Ann Kibet,ann.kibet2933@strathmore.edu,Male,23,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-07-13,Active
102934,Joseph Kamau,joseph.kamau2934@strathmore.edu,Male,21,SIMS_BBSF,BBSF,SIMS,3,1,BBSF3.1,2022-10-02,Active
102935,Nancy Nyambura,nancy.nyambura2935@strathmore.edu,Female,21,SIMS_BBSF,BBSF,SIMS,1,1,BBSF1.1,2024-08-18,Active
102936,John Njoroge,john.njoroge2936@strathmore.edu,Male,23,SIMS_BBSA,BBSA,SIMS,4,2,BBSA4.2,2021-12-26,Active
102937,Mary Mwangi,mary.mwangi2937@strathmore.edu,Female,21,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-10-06,Active
102938,Rose Kipchoge,rose.kipchoge2938@strathmore.edu,Female,18,SIMS_BBSF,BBSF,SIMS,1,2,BBSF1.2,2024-08-01,Active
102939,Sarah Kamau,sarah.kamau2939@strathmore.edu,Male,20,SIMS_BSSD,BSSD,SIMS,2,1,BSSD2.1,2023-12-24,Active
102940,Faith Kamau,faith.kamau2940@strathmore.edu,Male,19,SIMS_BSSD,BSSD,SIMS,2,2,BSSD2.2,2023-08-06,Active
102941,Grace Njoroge,grace.njoroge2941@strathmore.edu,Female,23,SIMS_BSSD,BSSD,SIMS,4,2,BSSD4.2,2021-11-10,Active
102942,Samuel Achieng,samuel.achieng2942@strathmore.edu,Male,24,SIMS_BSSD,BSSD,SIMS,4,1,BSSD4.1,2021-12-28,Active
102943,Kevin Chebet,kevin.chebet2943@strathmore.edu,Female,23,SIMS_BBSF,BBSF,SIMS,4,2,BBSF4.2,2021-10-31,On Leave
102944,Samuel Kibet,samuel.kibet2944@strathmore.edu,Female,20,SIMS_BBSE,BBSE,SIMS,1,2,BBSE1.2,2024-07-14,Active
102945,Daniel Wambui,daniel.wambui2945@strathmore.edu,Male,18,SIMS_BBSA,BBSA,SIMS,1,1,BBSA1.1,2024-08-20,Active
102946,Ruth Chebet,ruth.chebet2946@strathmore.edu,Female,21,SIMS_BBSE,BBSE,SIMS,2,2,BBSE2.2,2023-09-29,On Leave
102947,Grace Achieng,grace.achieng2947@strathmore.edu,Male,23,SIMS_BBSA,BBSA,SIMS,3,1,BBSA3.1,2022-08-04,Active
102948,Daniel Njeri,daniel.njeri2948@strathmore.edu,Male,24,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-12-13,Active
102949,James Nyambura,james.nyambura2949@strathmore.edu,Female,21,SIMS_BBSA,BBSA,SIMS,4,1,BBSA4.1,2021-10-25,Active
102950,Emmanuel Kibet,emmanuel.kibet2950@strathmore.edu,Male,22,SIMS_BBSA,BBSA,SIMS,4,2,BBSA4.2,2021-11-19,Active
102951,Peter Chebet,peter.chebet2951@strathmore.edu,Male,22,SIMS_BBSA,BBSA,SIMS,3,1,BBSA3.1,2022-11-19,Active
102952,Peter Kariuki,peter.kariuki2952@strathmore.edu,Female,22,SIMS_BBSF,BBSF,SIMS,2,1,BBSF2.1,2023-12-15,Active
102953,Mary Chebet,mary.chebet2953@strathmore.edu,Female,22,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-11-24,Active
102954,Peter Njoroge,peter.njoroge2954@strathmore.edu,Female,22,SIMS_BSSD,BSSD,SIMS,2,2,BSSD2.2,2023-08-16,Active
102955,Vincent Mwangi,vincent.mwangi2955@strathmore.edu,Male,20,SIMS_BBSA,BBSA,SIMS,3,2,BBSA3.2,2022-07-18,Active
102956,Vincent Kariuki,vincent.kariuki2956@strathmore.edu,Female,18,SIMS_BSSD,BSSD,SIMS,1,2,BSSD1.2,2024-08-14,On Leave
102957,Peter Kipchoge,peter.kipchoge2957@strathmore.edu,Female,24,SIMS_BBSF,BBSF,SIMS,4,2,BBSF4.2,2021-08-13,Active
102958,Daniel Mwangi,daniel.mwangi2958@strathmore.edu,Male,20,SIMS_BBSF,BBSF,SIMS,1,1,BBSF1.1,2024-08-05,Active
102959,Emmanuel Jepkorir,emmanuel.jepkorir2959@strathmore.edu,Male,23,SIMS_BBSF,BBSF,SIMS,4,2,BBSF4.2,2021-07-17,Active
102960,Grace Wambui,grace.wambui2960@strathmore.edu,Male,23,SIMS_BBSF,BBSF,SIMS,4,2,BBSF4.2,2021-11-07,Active
102961,Emmanuel Muthoni,emmanuel.muthoni2961@strathmore.edu,Male,21,SIMS_BBSF,BBSF,SIMS,2,1,BBSF2.1,2023-09-20,Active
102962,David Njoroge,david.njoroge2962@strathmore.edu,Male,20,SIMS_BBSF,BBSF,SIMS,2,2,BBSF2.2,2023-11-16,Active
102963,Joseph Nyambura,joseph.nyambura2963@strathmore.edu,Male,21,SIMS_BSSD,BSSD,SIMS,3,1,BSSD3.1,2022-10-18,Active
102964,Grace Mwangi,grace.mwangi2964@strathmore.edu,Male,23,SIMS_BBSE,BBSE,SIMS,4,2,BBSE4.2,2021-11-27,Active
102965,Faith Achieng,faith.achieng2965@strathmore.edu,Male,19,SIMS_BSSD,BSSD,SIMS,2,2,BSSD2.2,2023-12-05,Active
102966,Grace Kamau,grace.kamau2966@strathmore.edu,Male,18,SIMS_BSSD,BSSD,SIMS,1,2,BSSD1.2,2024-09-21,Active
102967,Faith Achieng,faith.achieng2967@strathmore.edu,Male,21,SIMS_BBSE,BBSE,SIMS,3,2,BBSE3.2,2022-10-24,Active
102968,Peter Kipchoge,peter.kipchoge2968@strathmore.edu,Female,21,SIMS_BBSA,BBSA,SIMS,2,1,BBSA2.1,2023-10-18,Active
102969,Daniel Otieno,daniel.otieno2969@strathmore.edu,Female,20,SIMS_BBSE,BBSE,SIMS,3,1,BBSE3.1,2022-09-17,Active
102970,Samuel Ochieng,samuel.ochieng2970@strathmore.edu,Male,19,SIMS_BBSF,BBSF,SIMS,2,1,BBSF2.1,2024-01-08,Active
102971,Joseph Nyambura,joseph.nyambura2971@strathmore.edu,Male,20,SIMS_BBSF,BBSF,SIMS,2,1,BBSF2.1,2023-09-20,On Leave
102972,Rose Kibet,rose.kibet2972@strathmore.edu,Female,22,SIMS_BBSA,BBSA,SIMS,2,2,BBSA2.2,2023-09-11,Active
102973,Peter Njeri,peter.njeri2973@strathmore.edu,Female,20,SIMS_BBSA,BBSA,SIMS,1,2,BBSA1.2,2024-09-07,Active
102974,Kevin Kamau,kevin.kamau2974@strathmore.edu,Male,20,SIMS_BBSF,BBSF,SIMS,2,2,BBSF2.2,2023-10-04,Active
102975,Daniel Mutua,daniel.mutua2975@strathmore.edu,Male,21,SIMS_BSSD,BSSD,SIMS,2,2,BSSD2.2,2023-12-18,Active
102976,Mary Wangui,mary.wangui2976@strathmore.edu,Male,23,SIMS_BBSA,BBSA,SIMS,3,1,BBSA3.1,2022-10-31,Active
102977,Emmanuel Njeri,emmanuel.njeri2977@strathmore.edu,Male,24,SIMS_BSSD,BSSD,SIMS,4,2,BSSD4.2,2021-09-14,Active
102978,Ruth Kamau,ruth.kamau2978@strathmore.edu,Male,21,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-11-07,Active
102979,David Kipchoge,david.kipchoge2979@strathmore.edu,Female,23,SIMS_BBSA,BBSA,SIMS,3,2,BBSA3.2,2022-12-21,Active
102980,Kevin Otieno,kevin.otieno2980@strathmore.edu,Male,20,SIMS_BBSE,BBSE,SIMS,3,2,BBSE3.2,2022-08-28,On Leave
102981,Samuel Wangui,samuel.wangui2981@strathmore.edu,Female,23,SIMS_BBSF,BBSF,SIMS,3,1,BBSF3.1,2022-12-31,Active
102982,Caroline Mutua,caroline.mutua2982@strathmore.edu,Female,21,SIMS_BSSD,BSSD,SIMS,3,1,BSSD3.1,2022-12-03,Active
102983,Ann Nyambura,ann.nyambura2983@strathmore.edu,Male,20,SIMS_BBSE,BBSE,SIMS,2,1,BBSE2.1,2023-08-10,Active
102984,Joseph Muthoni,joseph.muthoni2984@strathmore.edu,Male,19,SIMS_BBSF,BBSF,SIMS,2,1,BBSF2.1,2023-07-23,Active
102985,Sarah Mutua,sarah.mutua2985@strathmore.edu,Male,22,SIMS_BSSD,BSSD,SIMS,3,2,BSSD3.2,2023-01-04,Active
102986,Peter Achieng,peter.achieng2986@strathmore.edu,Male,22,SIMS_BSSD,BSSD,SIMS,4,2,BSSD4.2,2021-11-20,Active
102987,Brian Nyambura,brian.nyambura2987@strathmore.edu,Male,22,SIMS_BBSE,BBSE,SIMS,4,2,BBSE4.2,2021-10-13,Active
102988,Kevin Kipchoge,kevin.kipchoge2988@strathmore.edu,Male,22,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-11-17,Active
102989,Emmanuel Jepkorir,emmanuel.jepkorir2989@strathmore.edu,Female,23,SIMS_BSSD,BSSD,SIMS,4,1,BSSD4.1,2021-12-22,Active
102990,Mary Mwangi,mary.mwangi2990@strathmore.edu,Female,20,SIMS_BBSA,BBSA,SIMS,1,1,BBSA1.1,2024-09-27,Active
102991,Rose Jepkorir,rose.jepkorir2991@strathmore.edu,Male,22,SIMS_BSSD,BSSD,SIMS,3,2,BSSD3.2,2022-08-30,Active
102992,Kevin Otieno,kevin.otieno2992@strathmore.edu,Male,21,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-08-03,Active
102993,Kevin Kibet,kevin.kibet2993@strathmore.edu,Male,19,SIMS_BBSA,BBSA,SIMS,2,2,BBSA2.2,2023-08-22,Active
102994,James Njeri,james.njeri2994@strathmore.edu,Female,19,SIMS_BBSA,BBSA,SIMS,1,2,BBSA1.2,2025-01-06,Active
102995,Daniel Chebet,daniel.chebet2995@strathmore.edu,Female,22,SIMS_BBSE,BBSE,SIMS,3,2,BBSE3.2,2022-10-16,Active
102996,Brian Mwangi,brian.mwangi2996@strathmore.edu,Female,23,SIMS_BSSD,BSSD,SIMS,3,2,BSSD3.2,2022-10-10,Active
102997,Grace Otieno,grace.otieno2997@strathmore.edu,Female,21,SIMS_BSSD,BSSD,SIMS,4,2,BSSD4.2,2022-01-07,Active
102998,Brian Kariuki,brian.kariuki2998@strathmore.edu,Male,22,SIMS_BBSF,BBSF,SIMS,3,2,BBSF3.2,2022-07-18,Active
102999,Peter Njeri,peter.njeri2999@strathmore.edu,Female,23,SIMS_BBSE,BBSE,SIMS,4,2,BBSE4.2,2021-12-12,Active
103000,Michael Nyambura,michael.nyambura3000@strathmore.edu,Female,22,SIMS_BBSA,BBSA,SIMS,3,1,BBSA3.1,2023-01-07,Active
103001,David Njoroge,david.njoroge3001@strathmore.edu,Male,22,SIMS_BBSF,BBSF,SIMS,4,2,BBSF4.2,2021-10-19,Active
103002,Mary Ochieng,mary.ochieng3002@strathmore.edu,Male,24,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-11-20,Active
103003,Caroline Nyambura,caroline.nyambura3003@strathmore.edu,Male,23,SIMS_BBSF,BBSF,SIMS,3,1,BBSF3.1,2022-12-24,Active
103004,Vincent Mutua,vincent.mutua3004@strathmore.edu,Male,20,SIMS_BBSA,BBSA,SIMS,1,1,BBSA1.1,2024-12-21,Active
103005,Joyce Kamau,joyce.kamau3005@strathmore.edu,Female,24,SIMS_BBSE,BBSE,SIMS,4,1,BBSE4.1,2021-08-14,Active
103006,James Otieno,james.otieno3006@strathmore.edu,Female,20,SIMS_BSSD,BSSD,SIMS,3,1,BSSD3.1,2022-11-16,Active
103007,Caroline Otieno,caroline.otieno3007@strathmore.edu,Female,18,SIMS_BBSA,BBSA,SIMS,1,2,BBSA1.2,2024-09-11,Active
103008,Joseph Wangui,joseph.wangui3008@strathmore.edu,Female,23,SIMS_BBSF,BBSF,SIMS,3,1,BBSF3.1,2022-07-29,Active
103009,Faith Otieno,faith.otieno3009@strathmore.edu,Male,19,SIMS_BBSE,BBSE,SIMS,1,2,BBSE1.2,2024-07-23,On Leave
103010,John Achieng,john.achieng3010@strathmore.edu,Male,20,SIMS_BSSD,BSSD,SIMS,3,2,BSSD3.2,2022-11-10,On Leave
103011,Ruth Kipchoge,ruth.kipchoge3011@strathmore.edu,Female,19,SIMS_BBSE,BBSE,SIMS,2,2,BBSE2.2,2023-09-11,Active
103012,Jane Kibet,jane.kibet3012@strathmore.edu,Male,21,SIMS_BBSF,BBSF,SIMS,1,1,BBSF1.1,2024-07-21,Active
103013,Jane Jepkorir,jane.jepkorir3013@strathmore.edu,Female,23,SIMS_BBSA,BBSA,SIMS,4,2,BBSA4.2,2021-12-10,Active
103014,Peter Kipchoge,peter.kipchoge3014@strathmore.edu,Male,22,SIMS_BBSA,BBSA,SIMS,4,2,BBSA4.2,2022-01-08,Active
103015,Rose Kibet,rose.kibet3015@strathmore.edu,Female,20,SIMS_BSSD,BSSD,SIMS,3,2,BSSD3.2,2022-08-15,Active
103016,Faith Wambui,faith.wambui3016@strathmore.edu,Male,21,SIMS_BBSA,BBSA,SIMS,2,2,BBSA2.2,2023-08-21,Active
103017,Caroline Otieno,caroline.otieno3017@strathmore.edu,Female,22,SIMS_BSSD,BSSD,SIMS,2,2,BSSD2.2,2023-10-26,On Leave
103018,David Muthoni,david.muthoni3018@strathmore.edu,Male,24,SIMS_BBSF,BBSF,SIMS,4,1,BBSF4.1,2021-09-27,Active
103019,Samuel Njoroge,samuel.njoroge3019@strathmore.edu,Male,18,SIMS_BBSF,BBSF,SIMS,1,2,BBSF1.2,2024-09-10,Active
103020,James Nyambura,james.nyambura3020@strathmore.edu,Female,21,SIMS_BBSA,BBSA,SIMS,2,2,BBSA2.2,2023-08-17,Active
103021,Caroline Jepkorir,caroline.jepkorir3021@strathmore.edu,Male,19,SIMS_BBSA,BBSA,SIMS,1,2,BBSA1.2,2024-12-04,Active
103022,James Wambui,james.wambui3022@strathmore.edu,Female,21,SIMS_BBSA,BBSA,SIMS,4,1,BBSA4.1,2021-12-01,Active
103023,Faith Wangui,faith.wangui3023@strathmore.edu,Female,20,SIMS_BBSE,BBSE,SIMS,1,1,BBSE1.1,2024-10-30,Active
103024,Vincent Jepkorir,vincent.jepkorir3024@strathmore.edu,Female,24,SIMS_BSSD,BSSD,SIMS,4,1,BSSD4.1,2021-09-16,Active
103025,Vincent Otieno,vincent.otieno3025@strathmore.edu,Female,21,SIMS_BBSA,BBSA,SIMS,1,2,BBSA1.2,2024-10-19,Active
103026,Samuel Kipchoge,samuel.kipchoge3026@strathmore.edu,Female,19,SIMS_BSSD,BSSD,SIMS,1,1,BSSD1.1,2024-09-11,Active
103027,Ruth Ochieng,ruth.ochieng3027@strathmore.edu,Male,22,SIMS_BSSD,BSSD,SIMS,3,2,BSSD3.2,2022-10-06,Active
103028,Caroline Mwangi,caroline.mwangi3028@strathmore.edu,Male,21,SIMS_BBSE,BBSE,SIMS,2,2,BBSE2.2,2023-08-21,Active
103029,Ann Njoroge,ann.njoroge3029@strathmore.edu,Male,21,SIMS_BSSD,BSSD,SIMS,1,1,BSSD1.1,2024-09-27,Active
103030,Faith Mwangi,faith.mwangi3030@strathmore.edu,Male,18,SIMS_BBSE,BBSE,SIMS,1,1,BBSE1.1,2024-07-30,Active
103031,Rose Ochieng,rose.ochieng3031@strathmore.edu,Female,18,SIMS_BBSE,BBSE,SIMS,1,1,BBSE1.1,2024-08-30,Active
103032,John Wangui,john.wangui3032@strathmore.edu,Female,18,SIMS_BBSA,BBSA,SIMS,1,2,BBSA1.2,2024-12-08,Active
103033,Samuel Kibet,samuel.kibet3033@strathmore.edu,Male,20,SIMS_BBSF,BBSF,SIMS,2,2,BBSF2.2,2023-10-01,Active
103034,Faith Wambui,faith.wambui3034@strathmore.edu,Female,23,SIMS_BBSE,BBSE,SIMS,3,2,BBSE3.2,2022-12-28,Active
